cid,name,aadt,lon,lat,n_pt,dsi,dsi_p90,veh_occ,dsi_veh,r_dsi,r_aadt,r_veh,veh_pred,veh_resid,r_resid,cdi_0.0,cdi_0.4,cdi_0.7,cdi_0.96,jump
181,솔올중학교부근,13542.315068493152,128.8789123570067,37.771675223240784,39,1.2966282051282052,1.6181999999999999,0.09145897435897432,1.4018128205128204,0.7066666666666667,0.22666666666666666,0.4533333333333333,0.36778985301090544,0.08554348032242787,0.64,0.36499519692603266,0.39341946597760546,0.4111590727418066,0.4245899172310007,3.0
182,교동주공1단지,22538.05753424657,128.8830287639101,37.76778669210028,25,1.258728,1.55728,0.167288,1.451128,0.5466666666666666,0.6,0.96,0.5529589378852535,0.40704106211474644,0.9733333333333334,0.5846301633045149,0.6248062015503876,0.6498800959232615,0.6688638073739654,12.0
183,솔올중학교삼거리,19783.794520547945,128.88140877417402,37.7716432148723,32,1.229753125,1.3707500000000001,0.08510312499999997,1.3276281250000002,0.41333333333333333,0.5066666666666667,0.41333333333333333,0.5066666666666665,-0.09333333333333316,0.38666666666666666,0.4797694524495678,0.47014642549526275,0.46414068745004006,0.4595936794582393,-1.0
19,강릉경찰서앞,42075.78082191781,128.90600745305778,37.76728195036634,41,1.4499463414634146,1.7111,0.09374146341463412,1.557751219512195,0.96,0.96,0.48,0.7315148411569461,-0.2515148411569461,0.16,0.96,0.877312661498708,0.8257074340527578,0.7866365688487585,-5.0
190,교동2공원삼거리,18143.601648351647,128.9006544854381,37.77100544829945,23,1.2028869565217393,1.2423,0.1191,1.3398695652173915,0.26666666666666666,0.38666666666666666,0.6933333333333334,0.4471480322427689,0.24618530109056447,0.8133333333333334,0.35208453410182516,0.39975882859603784,0.42951239008792974,0.45203912716328065,8.0
193,강릉MBC앞삼거리,24915.00547945205,128.90526837616397,37.77066025127434,25,1.348704,1.4269,0.08260799999999996,1.4436880000000003,0.8,0.6533333333333333,0.4,0.5794116642958747,-0.17941166429587463,0.26666666666666666,0.6956003842459174,0.651266149870801,0.6235971223021584,0.6026486079759218,-6.0
194,원주대입구삼거리,16795.205479452055,128.86953730433163,37.76348073809604,25,1.173192,1.21482,0.11897199999999998,1.3099960000000002,0.10666666666666667,0.3466666666666667,0.68,0.42730848743480304,0.252691512565197,0.84,0.2775024015369837,0.33564168819982776,0.3719264588329337,0.39939804364183595,6.0
195,솔올교차로,40245.56438356164,128.87335717393609,37.76512296333945,37,1.2438297297297294,1.40838,0.13817027027027023,1.4027459459459457,0.49333333333333335,0.9333333333333333,0.8,0.7182884779516356,0.0817115220483644,0.6266666666666667,0.8065321805955812,0.787941429801895,0.7763389288569146,0.7675545522949586,1.0
196,지변1교,22671.331506849318,128.87527062686192,37.7715379022461,37,1.2691567567567568,1.55704,0.02627567567567564,1.2993756756756758,0.6266666666666667,0.6133333333333333,0.12,0.5595721194879087,-0.43957211948790875,0.06666666666666667,0.6171757925072046,0.5602756244616709,0.5247641886490807,0.49787810383747183,-10.0
197,분수공원사거리,33321.14246575342,128.8777358877734,37.76361149060849,26,1.2291115384615383,1.37895,0.17309999999999998,1.4281692307692309,0.38666666666666666,0.8533333333333334,0.9866666666666667,0.678609388335704,0.30805727833096275,0.88,0.7188472622478387,0.7355038759689924,0.7458992805755397,0.7537697516930024,7.0
199,부영1차아파트사거리,14981.53021978022,128.87361741631292,37.76166467411,35,1.2764428571428572,1.48918,0.08830571428571425,1.3780171428571428,0.6533333333333333,0.28,0.4266666666666667,0.39424257942152663,0.032424087245140065,0.5333333333333333,0.38758885686839584,0.4026528854435831,0.41205435651478817,0.4191723100075245,-2.0
2,홍제교차로,31584.86301369863,128.8798388948606,37.75352051873273,18,1.1666611111111111,1.1762,0.12353888888888886,1.3087111111111112,0.08,0.8133333333333334,0.72,0.658769843527738,0.06123015647226193,0.5866666666666667,0.6019980787704131,0.6004134366925065,0.5994244604316548,0.5986756960120392,-2.0
20,포남오거리,31519.065753424657,128.91041045059433,37.77102724051282,25,1.2903040000000001,1.5329400000000002,0.18777199999999997,1.5062520000000001,0.68,0.8,1.0,0.6521566619250827,0.3478433380749173,0.92,0.7654178674351586,0.7813953488372094,0.7913669064748202,0.7989164785553049,9.0
201,강릉문화원4거리,17097.982578397212,128.87356723072128,37.7582525904806,38,1.2865894736842107,1.5380900000000002,0.06738947368421051,1.3640947368421048,0.6666666666666666,0.36,0.29333333333333333,0.4339216690374583,-0.140588335704125,0.3333333333333333,0.4483765609990394,0.4364857881136951,0.42906474820143886,0.4234462001504891,-4.0
202,한국수자원공사사거리,30720.39726027397,128.87824817414358,37.76481026058811,45,1.2537266666666667,1.45368,0.1701822222222222,1.4494466666666665,0.52,0.7733333333333333,0.9733333333333334,0.6389302987197722,0.33440303461356113,0.8933333333333333,0.7003266090297791,0.7202756244616709,0.7327258193445244,0.7421519939804364,7.0
207,부영5단지,33608.82739726028,128.8807383806743,37.76389786814869,25,1.23458,1.3406,0.159544,1.418068,0.4533333333333333,0.8666666666666667,0.9333333333333333,0.6852225699383592,0.24811076339497418,0.8266666666666667,0.7475504322766571,0.7557278208440998,0.7608313349320543,0.7646952595936795,5.0
209,롯데시그니쳐앞교차로,13836.471232876713,128.88170996961503,37.76138712516802,20,1.214785,1.29637,0.10480499999999997,1.335295,0.3333333333333333,0.26666666666666666,0.6,0.3876293978188713,0.2123706021811287,0.7866666666666666,0.2858789625360231,0.33763996554694226,0.36994404476418863,0.3944018058690745,4.0
210,강일여고,19821.895316804406,128.88542162295334,37.7621602110968,30,1.4309066666666665,1.90958,0.10447666666666668,1.551056666666667,0.92,0.52,0.5866666666666667,0.5132798482693217,0.07338681839734496,0.6,0.6352737752161384,0.6316279069767442,0.6293525179856116,0.6276297968397292,0.0
217,커피박물관사거리,19199.1397260274,128.91638402426122,37.794197426027374,14,1.164607142857143,1.1710500000000001,0.11644285714285714,1.2985071428571424,0.04,0.44,0.6533333333333333,0.47360075865339,0.1797325746799433,0.72,0.32472622478386165,0.3655813953488372,0.39107913669064753,0.41038374717832954,4.0
22,한솔초앞,29454.12328767123,128.91303538699003,37.77416642864805,38,1.3522894736842108,1.7900800000000001,0.10852368421052629,1.4770921052631578,0.8133333333333334,0.7333333333333333,0.6133333333333333,0.6190907539118062,-0.005757420578472949,0.4666666666666667,0.756388088376561,0.726442721791559,0.7077537969624301,0.6936042136945071,-3.0
222,송정해변입구사거리,12458.46301369863,128.93698690354682,37.77861903162336,10,1.1567699999999999,1.1621599999999999,0.02409999999999999,1.18447,0.013333333333333334,0.16,0.09333333333333334,0.33472394499762903,-0.2413906116642957,0.2,0.11773294908741597,0.12623600344530578,0.13154276578737012,0.13556057185854026,-1.0
224,신도브래뉴아파트삼거리,10168.14794520548,128.9392599966818,37.77690015924637,23,1.2144391304347824,1.2666600000000001,0.0085086956521739,1.2242173913043475,0.32,0.10666666666666667,0.02666666666666667,0.3082712185870079,-0.28160455192034123,0.12,0.16814601344860713,0.1631696813092162,0.16006394884092726,0.1577125658389767,-1.0
227,유천초등학교진입부사거리,25424.997260273973,128.8720288916593,37.75947392350396,18,1.165238888888889,1.18304,0.021166666666666646,1.1896055555555558,0.05333333333333334,0.6666666666666666,0.06666666666666667,0.5860248458985299,-0.5193581792318632,0.02666666666666667,0.48991354466858794,0.44203273040482344,0.4121502797761791,0.3895259593679458,-16.0
229,사임당공원입구사거리,21965.161643835618,128.86727568895776,37.75777111697848,34,1.1901911764705881,1.2342199999999999,0.13974999999999999,1.3509029411764706,0.22666666666666666,0.5866666666666667,0.8266666666666667,0.5463457562825982,0.2803209103840685,0.8666666666666667,0.4829202689721422,0.5225839793281654,0.5473381294964029,0.5660797592174568,8.0
236,선수촌삼거리,19971.712328767124,128.86573377996095,37.75417666846489,35,1.2361314285714287,1.45416,0.06134571428571429,1.306682857142857,0.4666666666666667,0.5333333333333333,0.26666666666666666,0.519893029871977,-0.2532263632053104,0.14666666666666667,0.514121037463977,0.4761412575366064,0.4524380495603518,0.4344920993227992,-9.0
237,장안교차로,7928.208219178082,128.86224581176114,37.74603018991039,31,1.3016612903225806,1.4252,0.13153225806451616,1.4529322580645159,0.72,0.05333333333333334,0.7733333333333333,0.2818184921763867,0.4915148411569466,0.9866666666666667,0.24545629202689723,0.32206718346253227,0.3698800959232614,0.40607975921745676,10.0
248,내곡육교,30598.564383561643,128.8894031113142,37.74044405656252,28,1.431271428571429,1.7643,0.03917499999999996,1.4763321428571425,0.9333333333333333,0.76,0.13333333333333333,0.6323171171171169,-0.4989837837837836,0.04,0.8099519692603266,0.7303703703703703,0.6807034372502,0.6431000752445448,-12.0
249,보리사입구4거리,13780.117318435754,128.89810170739304,37.73815250166509,41,1.446490243902439,1.7888,0.02548780487804876,1.4757975609756098,0.9466666666666667,0.25333333333333335,0.10666666666666667,0.38101621621621606,-0.2743495495495494,0.13333333333333333,0.4531412103746398,0.4200861326442722,0.39945643485211835,0.3838374717832957,-13.0
250,노암한라4차삼거리,19625.87123287671,128.8941643553702,37.7418870460748,28,1.2680107142857142,1.5173,0.14429642857142855,1.4339464285714285,0.6133333333333333,0.4533333333333333,0.8533333333333334,0.4802139402560453,0.3731193930772881,0.96,0.4994428434197886,0.5470456503014642,0.5767545963229417,0.599247554552295,9.0
251,노암하나로마트4거리,19708.641666666663,128.89619628712757,37.74237472151101,38,1.2629578947368423,1.3176200000000005,0.13994473684210526,1.4238815789473684,0.5733333333333334,0.48,0.84,0.49344030346135587,0.3465596965386441,0.9066666666666666,0.506897214217099,0.5482170542635658,0.5740047961630697,0.5935289691497367,6.0
256,강릉중앞,19652.534246575346,128.91343038694512,37.7521901854911,18,1.1835833333333332,1.20152,0.022638888888888865,1.209611111111111,0.17333333333333334,0.4666666666666667,0.08,0.4868271218587006,-0.40682712185870057,0.08,0.3821325648414986,0.3509043927648579,0.3314148681055156,0.31665914221218966,-12.0
260,6주공오거리,20545.254794520548,128.9182978409724,37.759472489559215,27,1.2086407407407407,1.28672,0.09757407407407408,1.320862962962963,0.30666666666666664,0.5466666666666666,0.5066666666666667,0.5265062114746323,-0.01983954480796557,0.44,0.4775024015369837,0.4736261843238587,0.47120703437250205,0.46937547027840476,2.0
266,반갓마을입구삼거리,11245.60989010989,128.93666743681476,37.76255220290478,25,1.233736,1.31962,0.07963199999999998,1.3253039999999998,0.44,0.12,0.37333333333333335,0.3148844001896631,0.05844893314367022,0.56,0.21221902017291067,0.2481653746770026,0.27059952038369306,0.2875846501128668,3.0
268,공항대교남단,9849.424657534246,128.943741143192,37.76865477084198,16,1.18054375,1.1999,0.016581249999999974,1.19961875,0.16,0.09333333333333334,0.05333333333333334,0.30165803698435256,-0.24832470365101922,0.18666666666666668,0.11254562920268973,0.12020671834625324,0.12498800959232616,0.1286079759217457,-1.0
29,강릉고등학교진입부사거리,15159.46301369863,128.92048990786435,37.78399273052538,26,1.222076923076923,1.43435,0.01608461538461535,1.2405653846153846,0.3466666666666667,0.29333333333333333,0.04,0.40085576102418186,-0.3608557610241819,0.09333333333333334,0.3087031700288185,0.28644272179155894,0.27254996003197446,0.26203160270880366,-8.0
3,터미널오거리,43406.35616438357,128.88229102764717,37.7547136863046,50,1.37712,1.70162,0.09872599999999997,1.4906740000000003,0.84,0.9866666666666667,0.5333333333333333,0.7447412043622568,-0.21140787102892344,0.22666666666666666,0.9443996157540827,0.8702153316106804,0.8239168665067946,0.7888638073739654,-2.0
305,임당성당교차로,17246.194520547946,128.8917744565,37.754549651747006,42,1.4935904761904761,1.7207999999999999,0.08845952380952377,1.5953261904761904,1.0,0.37333333333333335,0.44,0.4405348506401136,-0.0005348506401136044,0.48,0.5539289145052835,0.546287683031869,0.5415187849720224,0.53790820165538,-2.0
37,홍제동주민센터앞(구_911),7964.375342465753,128.88325249075586,37.74790528939121,54,1.3459685185185188,1.62431,0.07153518518518516,1.4282185185185186,0.7866666666666666,0.06666666666666667,0.30666666666666664,0.288431673779042,0.018234992887624646,0.49333333333333335,0.2741594620557157,0.29681309216192936,0.31095123900879296,0.3216553799849511,1.0
39,남문사거리,28633.194520547942,128.88754276421088,37.74823003666731,19,1.166621052631579,1.1969400000000001,0.14588421052631578,1.3343894736842106,0.06666666666666667,0.72,0.8666666666666667,0.612477572309151,0.2541890943575157,0.8533333333333334,0.5317195004803074,0.5649612403100774,0.5857074340527578,0.6014145974416855,5.0
41,명주예술마당단일로,12043.954385964911,128.88975839549485,37.74908871861592,22,1.2223090909090908,1.3114000000000001,0.04131818181818179,1.2698227272727274,0.36,0.14666666666666667,0.16,0.32811076339497375,-0.16811076339497374,0.28,0.20814601344860711,0.21557278208440997,0.2202078337330136,0.22371708051166295,-1.0
43,객사문사거리,32777.45479452055,128.8928330139511,37.752688024237415,28,1.3125964285714282,1.40761,0.1302392857142857,1.4623964285714288,0.7333333333333333,0.8266666666666667,0.76,0.6653830251303934,0.09461697486960663,0.6533333333333333,0.7997694524495678,0.7846339362618432,0.7751878497202238,0.7680361173814898,3.0
53,용지기념각사거리,31211.10136986301,128.9041465410155,37.76022621729545,43,1.3982441860465116,1.7615200000000002,0.10418372093023254,1.5180372093023256,0.88,0.7866666666666666,0.5733333333333334,0.6455434803224275,-0.07221014698909411,0.41333333333333333,0.8135638808837656,0.7721963824289405,0.746378896882494,0.7268322046651617,-8.0
57,현문주방센터앞,19718.77808219178,128.9069398972936,37.7635097583944,48,1.4754583333333333,1.8776700000000002,0.10367499999999998,1.5946854166666666,0.9733333333333334,0.49333333333333335,0.56,0.5000534850640111,0.059946514935988904,0.5733333333333334,0.6316618635926994,0.6256330749354005,0.6218705035971224,0.6190218209179835,0.0
58,포남1동주민센터부근,42311.260273972606,128.91160119702096,37.76641056507954,43,1.4178488372093025,1.7849200000000005,0.15176976744186044,1.5923837209302327,0.9066666666666666,0.9733333333333334,0.9066666666666666,0.7381280227596014,0.1685386439070652,0.6933333333333334,0.954121037463977,0.9271662360034453,0.9103437250199841,0.8976072234762982,1.0
61,원규앤노블리스,22843.43561643836,128.9182637153188,37.76970787364358,51,1.384721568627451,1.7244,0.0981176470588235,1.4975705882352943,0.8533333333333334,0.6266666666666667,0.52,0.566185301090564,-0.04618530109056396,0.4266666666666667,0.6919884726224785,0.6645650301464254,0.6474500399680256,0.6344920993227992,-1.0
63,강릉이마트앞,18789.783561643835,128.92219084180098,37.77127975166072,18,1.177166666666667,1.24885,0.11731666666666667,1.3120888888888889,0.13333333333333333,0.41333333333333333,0.6666666666666666,0.46037439544807945,0.20629227121858718,0.7733333333333333,0.33264169068203653,0.3781912144702842,0.4066187050359712,0.4281414597441685,7.0
67,국민건강보험공단부근,6777.397260273972,128.9291839629998,37.77479265599598,18,1.2384222222222223,1.3668300000000002,0.0935222222222222,1.345972222222222,0.48,0.02666666666666667,0.4666666666666667,0.26859212897107615,0.19807453769559052,0.76,0.15731027857829008,0.21960378983634796,0.2584812150279776,0.28791572610985705,9.0
7,적십자사거리,33765.32602739726,128.88671573710369,37.756820508015394,41,1.3876487804878048,1.7386,0.09691219512195118,1.4991,0.8666666666666667,0.88,0.49333333333333335,0.6918357515410145,-0.19850241820768116,0.25333333333333335,0.8761575408261287,0.8117829457364342,0.7716067146282976,0.7411888638073739,-8.0
72,안목사거리,18747.80821917808,128.9439371278959,37.77357098003644,18,1.1776777777777778,1.2020600000000001,0.11498333333333331,1.3099277777777776,0.14666666666666667,0.4,0.64,0.45376121384542417,0.18623878615457584,0.7333333333333333,0.32699327569644576,0.3689922480620155,0.39520383693045563,0.41504890895410085,4.0
77,서희아파트사거리,11876.054794520547,128.8666341267023,37.7399595405964,41,1.229131707317073,1.3198,0.04300243902439022,1.278580487804878,0.4,0.13333333333333333,0.17333333333333334,0.32149758179231847,-0.14816424845898513,0.30666666666666664,0.2101825168107589,0.22015503875968992,0.22637889688249402,0.23109104589917234,-1.0
79,회산교남단교차로,16735.476712328767,128.86932874719315,37.74210360941083,34,1.2656323529411766,1.51164,0.10087941176470587,1.3816264705882355,0.5866666666666667,0.3333333333333333,0.5466666666666666,0.42069530583214776,0.12597136083451888,0.68,0.40634005763688763,0.434625322997416,0.45227817745803356,0.46564334085778786,5.0
81,홍제교,15328.780821917808,128.8781842335963,37.74431113407123,14,1.1575214285714286,1.16425,0.05890714285714284,1.2252642857142857,0.02666666666666667,0.30666666666666664,0.24,0.4074689426268372,-0.1674689426268372,0.29333333333333333,0.22597502401536984,0.2329371231696813,0.2372821742605915,0.2405718585402558,-3.0
85,내곡교사거리,20639.41597796143,128.8875913334656,37.746540866912994,33,1.3342848484848484,1.63256,0.07739090909090908,1.4232757575757575,0.7733333333333333,0.56,0.3333333333333333,0.5331193930772876,-0.1997860597439543,0.24,0.6214793467819405,0.5820499569336779,0.5574420463629098,0.5388111361926261,-7.0
86,남산교사거리,27573.70523415978,128.89640460689753,37.74885858091045,25,1.244644,1.35784,0.13644799999999999,1.4015639999999998,0.5066666666666667,0.6933333333333334,0.7866666666666666,0.5992512091038404,0.18741545756282618,0.7466666666666667,0.6395389048991356,0.6506115417743326,0.6575219824140688,0.6627539503386005,3.0
89,강릉교사거리,41638.88493150685,128.90396675423932,37.75301058854977,28,1.2714607142857142,1.39294,0.12348571428571424,1.4134571428571427,0.64,0.9466666666666667,0.7066666666666667,0.724901659554291,-0.018234992887624313,0.4533333333333333,0.8582901056676273,0.8164341085271316,0.7903117505995205,0.7705342362678707,-1.0
900,삼일운동기념탑삼거리,6793.509589041096,128.89638097564196,37.79281375913982,27,1.1740074074074072,1.2101200000000003,0.05559629629629628,1.2379407407407408,0.12,0.04,0.2,0.27520531057373143,-0.07520531057373142,0.4,0.06305475504322766,0.09788113695090439,0.11961630695443645,0.1360722347629797,3.0
903,경포인공폭포삼거리,12466.791780821915,128.90238975982544,37.80914176900415,16,1.1888687500000001,1.2117,0.056324999999999986,1.25368125,0.21333333333333335,0.17333333333333334,0.21333333333333335,0.3413371266002843,-0.12800379326695097,0.3466666666666667,0.18486071085494718,0.20158484065460808,0.21202238209432459,0.21992475545522952,-1.0
92,강원영동병무지청앞,12818.235616438356,128.90764536269663,37.74915382822648,24,1.25845,1.36739,0.0799083333333333,1.3503583333333333,0.5333333333333333,0.2,0.38666666666666666,0.3545634898055949,0.03210317686107178,0.52,0.29606147934678195,0.319207579672696,0.33365307753796963,0.3445899172310008,-1.0
94,입암주공1단지(구_908),30310.46301369863,128.9059274767067,37.7546181100539,13,1.1871307692307693,1.21512,0.06259999999999999,1.259123076923077,0.2,0.7466666666666667,0.28,0.6257039355144616,-0.34570393551446155,0.10666666666666667,0.5891258405379444,0.5392592592592592,0.5081374900079937,0.48457486832204666,-9.0
99,강릉중앙고앞삼거리,19113.699724517905,128.91058009967887,37.75877108588159,20,1.1850749999999999,1.23529,0.07867999999999997,1.275555,0.18666666666666668,0.4266666666666667,0.3466666666666667,0.4669875770507348,-0.12032091038406811,0.36,0.3575024015369837,0.35776055124892336,0.35792166266986414,0.35804364183596693,-6.0
